i,k,t,n,sc,sc_gen
3,ng1,5,3,24,1
3,ng1,5,3,25,1
3,ng1,5,3,26,1
3,ng1,5,3,27,1
3,ng1,5,3,28,1
3,ng1,5,3,29,1
3,ng1,5,3,30,1
3,ng1,5,3,31,1
3,ng1,5,3,32,1
3,ng1,5,3,33,1
3,ng1,5,3,34,1
3,ng1,5,3,35,1
3,ng1,5,3,36,1
3,ng1,5,3,37,1
3,ng1,5,3,38,1
3,ng1,5,3,39,1
3,ng1,5,3,40,1
3,ng1,5,3,41,1
3,ng1,5,3,42,1
3,ng1,5,3,43,1
3,ng1,5,3,44,1
3,ng1,5,3,45,1
3,ng1,5,3,46,1
3,ng1,5,3,47,1
3,ng1,5,3,48,1
3,ng1,5,3,49,1
3,ng1,5,3,50,1
3,ng1,5,3,51,1
3,ng1,5,3,52,1
3,ng1,5,3,53,1
3,ng1,5,3,54,1
3,ng1,5,3,55,1
3,ng1,5,3,56,1
3,ng1,5,3,57,1
3,ng1,5,3,58,1
3,ng1,5,3,59,1
3,ng1,5,3,60,1
3,ng1,5,3,61,1
3,ng1,5,3,62,1
3,ng1,5,3,63,1
3,ng1,5,3,64,1
3,ng1,5,3,65,1
3,ng1,5,3,66,1
3,ng1,5,3,67,1
3,ng1,5,3,68,1
3,ng1,5,3,69,1
3,ng1,5,3,70,1
3,ng1,5,3,71,1
3,ng1,5,3,72,1
3,ng1,5,3,73,1
3,ng1,5,3,74,1
3,ng1,5,3,75,1
3,ng1,5,3,76,1
3,ng1,5,3,77,1
3,ng1,5,3,78,1
3,ng1,5,3,79,1
3,ng1,5,3,80,1
3,ng1,5,3,81,1
3,ng1,5,3,82,1
3,ng1,5,3,83,1
3,ng1,5,3,84,1
3,ng1,5,3,85,1
3,ng1,5,3,86,1
3,ng1,5,3,87,1
3,ng1,5,3,88,1
3,ng1,5,3,89,1
3,ng1,5,3,90,1
3,ng1,5,3,91,1
3,ng1,5,3,92,1
3,ng1,5,3,93,1
3,ng1,5,3,94,1
3,ng1,5,3,95,1
3,ng1,5,3,96,1
3,ng1,5,3,97,1
3,ng1,5,3,98,1
3,ng1,5,3,99,1
3,ng1,5,3,100,1
3,ng1,5,3,101,1
3,ng1,5,3,102,1
3,ng1,5,3,103,1
3,ng1,5,3,104,1
3,ng1,5,3,105,1
3,ng1,5,3,106,1
3,ng1,5,3,107,1
3,ng1,5,3,108,1
3,ng1,5,3,109,1
3,ng1,5,3,110,1
3,ng1,5,3,111,1
3,ng1,5,3,112,1
3,ng1,5,3,113,1
3,ng1,5,3,114,1
3,ng1,5,3,115,1
3,ng1,5,3,116,1
3,ng1,5,3,117,1
3,ng1,5,3,118,1
3,ng1,5,3,119,1
3,ng1,5,3,120,1
3,ng1,5,3,121,1
3,ng1,5,3,122,1
3,ng1,5,3,123,1
3,ng1,5,3,124,1
3,ng1,5,3,125,1
3,ng1,5,3,126,1
3,ng1,5,3,127,1
3,ng1,5,3,128,1
3,ng1,5,3,129,1
3,ng1,5,3,130,1
3,ng1,5,3,131,1
3,ng1,5,3,132,1
3,ng1,5,3,133,1
3,ng1,5,3,134,1
3,ng1,5,3,135,1
3,ng1,5,3,136,1
3,ng1,5,3,137,1
3,ng1,5,3,138,1
3,ng1,5,3,139,1
3,ng1,5,3,140,1
3,ng1,5,3,141,1
3,ng1,5,3,142,1
3,ng1,5,3,143,1
3,ng1,5,3,144,1
3,ng1,5,3,145,1
3,ng1,5,3,146,1
3,ng1,5,3,147,1
3,ng1,5,3,148,1
3,ng1,5,3,149,1
3,ng1,5,3,150,1
3,ng1,5,3,151,1
3,ng1,5,3,152,1
3,ng1,5,3,153,1
3,ng1,5,3,154,1
3,ng1,5,3,155,1
3,ng1,5,3,156,1
3,ng1,5,3,157,1
3,ng1,5,3,158,1
3,ng1,5,3,159,1
3,ng1,5,3,160,1
3,ng1,5,3,161,1
3,ng1,5,3,162,1
3,ng1,5,3,163,1
3,ng1,5,3,164,1
3,ng1,5,3,165,1
3,ng1,5,3,166,1
3,ng1,5,3,167,1
3,ng1,5,3,168,1
3,ng1,5,3,169,1
3,ng1,5,3,170,1
3,ng1,5,3,171,1
3,ng1,5,3,172,1
3,ng1,5,3,173,1
3,ng1,5,3,174,1
3,ng1,5,3,175,1
3,ng1,5,3,176,1
3,ng1,5,3,177,1
3,ng1,5,3,178,1
3,ng1,5,3,179,1
3,ng1,5,3,180,1
3,ng1,5,3,181,1
3,ng1,5,3,182,1
3,ng1,5,3,183,1
3,ng1,5,3,184,1
3,ng1,5,3,185,1
3,ng1,5,3,186,1
3,ng1,5,3,187,1
3,ng1,5,3,188,1
3,ng1,5,3,189,1
3,ng1,5,3,190,1
3,ng1,5,3,191,1
3,ng1,5,3,192,1
3,ng1,5,3,193,1
3,ng1,5,3,194,1
3,ng1,5,3,195,1
3,ng1,5,3,196,1
3,ng1,5,3,197,1
3,ng1,5,3,198,1
3,ng1,5,3,199,1
3,ng1,5,3,200,1
3,ng1,5,4,1,1
3,ng1,5,4,2,1
3,ng1,5,4,3,1
3,ng1,5,4,4,1
3,ng1,5,4,5,1
3,ng1,5,4,6,1
3,ng1,5,4,7,1
3,ng1,5,4,8,1
3,ng1,5,4,9,1
3,ng1,5,4,10,1
3,ng1,5,4,11,1
3,ng1,5,4,12,1
3,ng1,5,4,13,1
3,ng1,5,4,14,1
3,ng1,5,4,15,1
3,ng1,5,4,16,1
3,ng1,5,4,17,1
3,ng1,5,4,18,1
3,ng1,5,4,19,1
3,ng1,5,4,20,1
3,ng1,5,4,21,1
3,ng1,5,4,22,1
3,ng1,5,4,23,1
3,ng1,5,4,24,1
3,ng1,5,4,25,1
3,ng1,5,4,26,1
3,ng1,5,4,27,1
3,ng1,5,4,28,1
3,ng1,5,4,29,1
3,ng1,5,4,30,1
3,ng1,5,4,31,1
3,ng1,5,4,32,1
3,ng1,5,4,33,1
3,ng1,5,4,34,1
3,ng1,5,4,35,1
3,ng1,5,4,36,1
3,ng1,5,4,37,1
3,ng1,5,4,38,1
3,ng1,5,4,39,1
3,ng1,5,4,40,1
3,ng1,5,4,41,1
3,ng1,5,4,42,1
3,ng1,5,4,43,1
3,ng1,5,4,44,1
3,ng1,5,4,45,1
3,ng1,5,4,46,1
3,ng1,5,4,47,1
3,ng1,5,4,48,1
3,ng1,5,4,49,1
3,ng1,5,4,50,1
3,ng1,5,4,51,1
3,ng1,5,4,52,1
3,ng1,5,4,53,1
3,ng1,5,4,54,1
3,ng1,5,4,55,1
3,ng1,5,4,56,1
3,ng1,5,4,57,1
3,ng1,5,4,58,1
3,ng1,5,4,59,1
3,ng1,5,4,60,1
3,ng1,5,4,61,1
3,ng1,5,4,62,1
3,ng1,5,4,63,1
3,ng1,5,4,64,1
3,ng1,5,4,65,1
3,ng1,5,4,66,1
3,ng1,5,4,67,1
3,ng1,5,4,68,1
3,ng1,5,4,69,1
3,ng1,5,4,70,1
3,ng1,5,4,71,1
3,ng1,5,4,72,1
3,ng1,5,4,73,1
3,ng1,5,4,74,1
3,ng1,5,4,75,1
3,ng1,5,4,76,1
3,ng1,5,4,77,1
3,ng1,5,4,78,1
3,ng1,5,4,79,1
3,ng1,5,4,80,1
3,ng1,5,4,81,1
3,ng1,5,4,82,1
3,ng1,5,4,83,1
3,ng1,5,4,84,1
3,ng1,5,4,85,1
3,ng1,5,4,86,1
3,ng1,5,4,87,1
3,ng1,5,4,88,1
3,ng1,5,4,89,1
3,ng1,5,4,90,1
3,ng1,5,4,91,1
3,ng1,5,4,92,1
3,ng1,5,4,93,1
3,ng1,5,4,94,1
3,ng1,5,4,95,1
3,ng1,5,4,96,1
3,ng1,5,4,97,1
3,ng1,5,4,98,1
3,ng1,5,4,99,1
3,ng1,5,4,100,1
3,ng1,5,4,101,1
3,ng1,5,4,102,1
3,ng1,5,4,103,1
3,ng1,5,4,104,1
3,ng1,5,4,105,1
3,ng1,5,4,106,1
3,ng1,5,4,107,1
3,ng1,5,4,108,1
3,ng1,5,4,109,1
3,ng1,5,4,110,1
3,ng1,5,4,111,1
3,ng1,5,4,112,1
3,ng1,5,4,113,1
3,ng1,5,4,114,1
3,ng1,5,4,115,1
3,ng1,5,4,116,1
3,ng1,5,4,117,1
3,ng1,5,4,118,1
3,ng1,5,4,119,1
3,ng1,5,4,120,1
3,ng1,5,4,121,1
3,ng1,5,4,122,1
3,ng1,5,4,123,1
3,ng1,5,4,124,1
3,ng1,5,4,125,1
3,ng1,5,4,126,1
3,ng1,5,4,127,1
3,ng1,5,4,128,1
3,ng1,5,4,129,1
3,ng1,5,4,130,1
3,ng1,5,4,131,1
3,ng1,5,4,132,1
3,ng1,5,4,133,1
3,ng1,5,4,134,1
3,ng1,5,4,135,1
3,ng1,5,4,136,1
3,ng1,5,4,137,1
3,ng1,5,4,138,1
3,ng1,5,4,139,1
3,ng1,5,4,140,1
3,ng1,5,4,141,1
3,ng1,5,4,142,1
3,ng1,5,4,143,1
3,ng1,5,4,144,1
3,ng1,5,4,145,1
3,ng1,5,4,146,1
3,ng1,5,4,147,1
3,ng1,5,4,148,1
3,ng1,5,4,149,1
3,ng1,5,4,150,1
3,ng1,5,4,151,1
3,ng1,5,4,152,1
3,ng1,5,4,153,1
3,ng1,5,4,154,1
3,ng1,5,4,155,1
3,ng1,5,4,156,1
3,ng1,5,4,157,1
3,ng1,5,4,158,1
3,ng1,5,4,159,1
3,ng1,5,4,160,1
3,ng1,5,4,161,1
3,ng1,5,4,162,1
3,ng1,5,4,163,1
3,ng1,5,4,164,1
3,ng1,5,4,165,1
3,ng1,5,4,166,1
3,ng1,5,4,167,1
3,ng1,5,4,168,1
3,ng1,5,4,169,1
3,ng1,5,4,170,1
3,ng1,5,4,171,1
3,ng1,5,4,172,1
3,ng1,5,4,173,1
3,ng1,5,4,174,1
3,ng1,5,4,175,1
3,ng1,5,4,176,1
3,ng1,5,4,177,1
3,ng1,5,4,178,1
3,ng1,5,4,179,1
3,ng1,5,4,180,1
3,ng1,5,4,181,1
3,ng1,5,4,182,1
3,ng1,5,4,183,1
3,ng1,5,4,184,1
3,ng1,5,4,185,1
3,ng1,5,4,186,1
3,ng1,5,4,187,1
3,ng1,5,4,188,1
3,ng1,5,4,189,1
3,ng1,5,4,190,1
3,ng1,5,4,191,1
3,ng1,5,4,192,1
3,ng1,5,4,193,1
3,ng1,5,4,194,1
3,ng1,5,4,195,1
3,ng1,5,4,196,1
3,ng1,5,4,197,1
3,ng1,5,4,198,1
3,ng1,5,4,199,1
3,ng1,5,4,200,1
3,ng2,1,1,1,1
3,ng2,1,1,2,1
3,ng2,1,1,3,1
3,ng2,1,1,4,1
3,ng2,1,1,5,1
3,ng2,1,1,6,1
3,ng2,1,1,7,1
3,ng2,1,1,8,1
3,ng2,1,1,9,1
3,ng2,1,1,10,1
3,ng2,1,1,11,1
3,ng2,1,1,12,1
3,ng2,1,1,13,1
3,ng2,1,1,14,1
3,ng2,1,1,15,1
3,ng2,1,1,16,1
3,ng2,1,1,17,1
3,ng2,1,1,18,1
3,ng2,1,1,19,1
3,ng2,1,1,20,1
3,ng2,1,1,21,1
3,ng2,1,1,22,1
3,ng2,1,1,23,1
3,ng2,1,1,24,1
3,ng2,1,1,25,1
3,ng2,1,1,26,1
3,ng2,1,1,27,1
3,ng2,1,1,28,1
3,ng2,1,1,29,1
3,ng2,1,1,30,1
3,ng2,1,1,31,1
3,ng2,1,1,32,1
3,ng2,1,1,33,1
3,ng2,1,1,34,1
3,ng2,1,1,35,1
3,ng2,1,1,36,1
3,ng2,1,1,37,1
3,ng2,1,1,38,1
3,ng2,1,1,39,1
3,ng2,1,1,40,1
3,ng2,1,1,41,1
3,ng2,1,1,42,1
3,ng2,1,1,43,1
3,ng2,1,1,44,1
3,ng2,1,1,45,1
3,ng2,1,1,46,1
3,ng2,1,1,47,1
3,ng2,1,1,48,1
3,ng2,1,1,49,1
3,ng2,1,1,50,1
3,ng2,1,1,51,1
3,ng2,1,1,52,1
3,ng2,1,1,53,1
3,ng2,1,1,54,1
3,ng2,1,1,55,1
3,ng2,1,1,56,1
3,ng2,1,1,57,1
3,ng2,1,1,58,1
3,ng2,1,1,59,1
3,ng2,1,1,60,1
3,ng2,1,1,61,1
3,ng2,1,1,62,1
3,ng2,1,1,63,1
3,ng2,1,1,64,1
3,ng2,1,1,65,1
3,ng2,1,1,66,1
3,ng2,1,1,67,1
3,ng2,1,1,68,1
3,ng2,1,1,69,1
3,ng2,1,1,70,1
3,ng2,1,1,71,1
3,ng2,1,1,72,1
3,ng2,1,1,73,1
3,ng2,1,1,74,1
3,ng2,1,1,75,1
3,ng2,1,1,76,1
3,ng2,1,1,77,1
3,ng2,1,1,78,1
3,ng2,1,1,79,1
3,ng2,1,1,80,1
3,ng2,1,1,81,1
3,ng2,1,1,82,1
3,ng2,1,1,83,1
3,ng2,1,1,84,1
3,ng2,1,1,85,1
3,ng2,1,1,86,1
3,ng2,1,1,87,1
3,ng2,1,1,88,1
3,ng2,1,1,89,1
3,ng2,1,1,90,1
3,ng2,1,1,91,1
3,ng2,1,1,92,1
3,ng2,1,1,93,1
3,ng2,1,1,94,1
3,ng2,1,1,95,1
3,ng2,1,1,96,1
3,ng2,1,1,97,1
3,ng2,1,1,98,1
3,ng2,1,1,99,1
3,ng2,1,1,100,1
3,ng2,1,1,101,1
3,ng2,1,1,102,1
3,ng2,1,1,103,1
3,ng2,1,1,104,1
3,ng2,1,1,105,1
3,ng2,1,1,106,1
3,ng2,1,1,107,1
3,ng2,1,1,108,1
3,ng2,1,1,109,1
3,ng2,1,1,110,1
3,ng2,1,1,111,1
3,ng2,1,1,112,1
3,ng2,1,1,113,1
3,ng2,1,1,114,1
3,ng2,1,1,115,1
3,ng2,1,1,116,1
3,ng2,1,1,117,1
3,ng2,1,1,118,1
3,ng2,1,1,119,1
3,ng2,1,1,120,1
3,ng2,1,1,121,1
3,ng2,1,1,122,1
3,ng2,1,1,123,1
3,ng2,1,1,124,1
3,ng2,1,1,125,1
3,ng2,1,1,126,1
3,ng2,1,1,127,1
3,ng2,1,1,128,1
3,ng2,1,1,129,1
3,ng2,1,1,130,1
3,ng2,1,1,131,1
3,ng2,1,1,132,1
3,ng2,1,1,133,1
3,ng2,1,1,134,1
3,ng2,1,1,135,1
3,ng2,1,1,136,1
3,ng2,1,1,137,1
3,ng2,1,1,138,1
3,ng2,1,1,139,1
3,ng2,1,1,140,1
3,ng2,1,1,141,1
3,ng2,1,1,142,1
3,ng2,1,1,143,1
3,ng2,1,1,144,1
3,ng2,1,1,145,1
3,ng2,1,1,146,1
3,ng2,1,1,147,1
3,ng2,1,1,148,1
3,ng2,1,1,149,1
3,ng2,1,1,150,1
3,ng2,1,1,151,1
3,ng2,1,1,152,1
3,ng2,1,1,153,1
3,ng2,1,1,154,1
3,ng2,1,1,155,1
3,ng2,1,1,156,1
3,ng2,1,1,157,1
3,ng2,1,1,158,1
3,ng2,1,1,159,1
3,ng2,1,1,160,1
3,ng2,1,1,161,1
3,ng2,1,1,162,1
3,ng2,1,1,163,1
3,ng2,1,1,164,1
3,ng2,1,1,165,1
3,ng2,1,1,166,1
3,ng2,1,1,167,1
3,ng2,1,1,168,1
3,ng2,1,1,169,1
3,ng2,1,1,170,1
3,ng2,1,1,171,1
3,ng2,1,1,172,1
3,ng2,1,1,173,1
3,ng2,1,1,174,1
3,ng2,1,1,175,1
3,ng2,1,1,176,1
3,ng2,1,1,177,1
3,ng2,1,1,178,1
3,ng2,1,1,179,1
3,ng2,1,1,180,1
3,ng2,1,1,181,1
3,ng2,1,1,182,1
3,ng2,1,1,183,1
3,ng2,1,1,184,1
3,ng2,1,1,185,1
3,ng2,1,1,186,1
3,ng2,1,1,187,1
3,ng2,1,1,188,1
3,ng2,1,1,189,1
3,ng2,1,1,190,1
3,ng2,1,1,191,1
3,ng2,1,1,192,1
3,ng2,1,1,193,1
3,ng2,1,1,194,1
3,ng2,1,1,195,1
3,ng2,1,1,196,1
3,ng2,1,1,197,1
3,ng2,1,1,198,1
3,ng2,1,1,199,1
3,ng2,1,1,200,1
3,ng2,1,2,1,1
3,ng2,1,2,2,1
3,ng2,1,2,3,1
3,ng2,1,2,4,1
3,ng2,1,2,5,1
3,ng2,1,2,6,1
3,ng2,1,2,7,1
3,ng2,1,2,8,1
3,ng2,1,2,9,1
3,ng2,1,2,10,1
3,ng2,1,2,11,1
3,ng2,1,2,12,1
3,ng2,1,2,13,1
3,ng2,1,2,14,1
3,ng2,1,2,15,1
3,ng2,1,2,16,1
3,ng2,1,2,17,1
3,ng2,1,2,18,1
3,ng2,1,2,19,1
3,ng2,1,2,20,1
3,ng2,1,2,21,1
3,ng2,1,2,22,1
3,ng2,1,2,23,1
3,ng2,1,2,24,1
3,ng2,1,2,25,1
3,ng2,1,2,26,1
3,ng2,1,2,27,1
3,ng2,1,2,28,1
3,ng2,1,2,29,1
3,ng2,1,2,30,1
3,ng2,1,2,31,1
3,ng2,1,2,32,1
3,ng2,1,2,33,1
3,ng2,1,2,34,1
3,ng2,1,2,35,1
3,ng2,1,2,36,1
3,ng2,1,2,37,1
3,ng2,1,2,38,1
3,ng2,1,2,39,1
3,ng2,1,2,40,1
3,ng2,1,2,41,1
3,ng2,1,2,42,1
3,ng2,1,2,43,1
3,ng2,1,2,44,1
3,ng2,1,2,45,1
3,ng2,1,2,46,1
3,ng2,1,2,47,1
3,ng2,1,2,48,1
3,ng2,1,2,49,1
3,ng2,1,2,50,1
3,ng2,1,2,51,1
3,ng2,1,2,52,1
3,ng2,1,2,53,1
3,ng2,1,2,54,1
3,ng2,1,2,55,1
3,ng2,1,2,56,1
3,ng2,1,2,57,1
3,ng2,1,2,58,1
3,ng2,1,2,59,1
3,ng2,1,2,60,1
3,ng2,1,2,61,1
3,ng2,1,2,62,1
3,ng2,1,2,63,1
3,ng2,1,2,64,1
3,ng2,1,2,65,1
3,ng2,1,2,66,1
3,ng2,1,2,67,1
3,ng2,1,2,68,1
3,ng2,1,2,69,1
3,ng2,1,2,70,1
3,ng2,1,2,71,1
3,ng2,1,2,72,1
3,ng2,1,2,73,1
3,ng2,1,2,74,1
3,ng2,1,2,75,1
3,ng2,1,2,76,1
3,ng2,1,2,77,1
3,ng2,1,2,78,1
3,ng2,1,2,79,1
3,ng2,1,2,80,1
3,ng2,1,2,81,1
3,ng2,1,2,82,1
3,ng2,1,2,83,1
3,ng2,1,2,84,1
3,ng2,1,2,85,1
3,ng2,1,2,86,1
3,ng2,1,2,87,1
3,ng2,1,2,88,1
3,ng2,1,2,89,1
3,ng2,1,2,90,1
3,ng2,1,2,91,1
3,ng2,1,2,92,1
3,ng2,1,2,93,1
3,ng2,1,2,94,1
3,ng2,1,2,95,1
3,ng2,1,2,96,1
3,ng2,1,2,97,1
3,ng2,1,2,98,1
3,ng2,1,2,99,1
3,ng2,1,2,100,1
3,ng2,1,2,101,1
3,ng2,1,2,102,1
3,ng2,1,2,103,1
3,ng2,1,2,104,1
3,ng2,1,2,105,1
3,ng2,1,2,106,1
3,ng2,1,2,107,1
3,ng2,1,2,108,1
3,ng2,1,2,109,1
3,ng2,1,2,110,1
3,ng2,1,2,111,1
3,ng2,1,2,112,1
3,ng2,1,2,113,1
3,ng2,1,2,114,1
3,ng2,1,2,115,1
3,ng2,1,2,116,1
3,ng2,1,2,117,1
3,ng2,1,2,118,1
3,ng2,1,2,119,1
3,ng2,1,2,120,1
3,ng2,1,2,121,1
3,ng2,1,2,122,1
3,ng2,1,2,123,1
3,ng2,1,2,124,1
3,ng2,1,2,125,1
3,ng2,1,2,126,1
3,ng2,1,2,127,1
3,ng2,1,2,128,1
3,ng2,1,2,129,1
3,ng2,1,2,130,1
3,ng2,1,2,131,1
3,ng2,1,2,132,1
3,ng2,1,2,133,1
3,ng2,1,2,134,1
3,ng2,1,2,135,1
3,ng2,1,2,136,1
3,ng2,1,2,137,1
3,ng2,1,2,138,1
3,ng2,1,2,139,1
3,ng2,1,2,140,1
3,ng2,1,2,141,1
3,ng2,1,2,142,1
3,ng2,1,2,143,1
3,ng2,1,2,144,1
3,ng2,1,2,145,1
3,ng2,1,2,146,1
3,ng2,1,2,147,1
3,ng2,1,2,148,1
3,ng2,1,2,149,1
3,ng2,1,2,150,1
3,ng2,1,2,151,1
3,ng2,1,2,152,1
3,ng2,1,2,153,1
3,ng2,1,2,154,1
3,ng2,1,2,155,1
3,ng2,1,2,156,1
3,ng2,1,2,157,1
3,ng2,1,2,158,1
3,ng2,1,2,159,1
3,ng2,1,2,160,1
3,ng2,1,2,161,1
3,ng2,1,2,162,1
3,ng2,1,2,163,1
3,ng2,1,2,164,1
3,ng2,1,2,165,1
3,ng2,1,2,166,1
3,ng2,1,2,167,1
3,ng2,1,2,168,1
3,ng2,1,2,169,1
3,ng2,1,2,170,1
3,ng2,1,2,171,1
3,ng2,1,2,172,1
3,ng2,1,2,173,1
3,ng2,1,2,174,1
3,ng2,1,2,175,1
3,ng2,1,2,176,1
3,ng2,1,2,177,1
3,ng2,1,2,178,1
3,ng2,1,2,179,1
3,ng2,1,2,180,1
3,ng2,1,2,181,1
3,ng2,1,2,182,1
3,ng2,1,2,183,1
3,ng2,1,2,184,1
3,ng2,1,2,185,1
3,ng2,1,2,186,1
3,ng2,1,2,187,1
3,ng2,1,2,188,1
3,ng2,1,2,189,1
3,ng2,1,2,190,1
3,ng2,1,2,191,1
3,ng2,1,2,192,1
3,ng2,1,2,193,1
3,ng2,1,2,194,1
3,ng2,1,2,195,1
3,ng2,1,2,196,1
3,ng2,1,2,197,1
3,ng2,1,2,198,1
3,ng2,1,2,199,1
3,ng2,1,2,200,1
3,ng2,1,3,1,1
3,ng2,1,3,2,1
3,ng2,1,3,3,1
3,ng2,1,3,4,1
3,ng2,1,3,5,1
3,ng2,1,3,6,1
3,ng2,1,3,7,1
3,ng2,1,3,8,1
3,ng2,1,3,9,1
3,ng2,1,3,10,1
3,ng2,1,3,11,1
3,ng2,1,3,12,1
3,ng2,1,3,13,1
3,ng2,1,3,14,1
3,ng2,1,3,15,1
3,ng2,1,3,16,1
3,ng2,1,3,17,1
3,ng2,1,3,18,1
3,ng2,1,3,19,1
3,ng2,1,3,20,1
3,ng2,1,3,21,1
3,ng2,1,3,22,1
3,ng2,1,3,23,1
3,ng2,1,3,24,1
3,ng2,1,3,25,1
3,ng2,1,3,26,1
3,ng2,1,3,27,1
3,ng2,1,3,28,1
3,ng2,1,3,29,1
3,ng2,1,3,30,1
3,ng2,1,3,31,1
3,ng2,1,3,32,1
3,ng2,1,3,33,1
3,ng2,1,3,34,1
3,ng2,1,3,35,1
3,ng2,1,3,36,1
3,ng2,1,3,37,1
3,ng2,1,3,38,1
3,ng2,1,3,39,1
3,ng2,1,3,40,1
3,ng2,1,3,41,1
3,ng2,1,3,42,1
3,ng2,1,3,43,1
3,ng2,1,3,44,1
3,ng2,1,3,45,1
3,ng2,1,3,46,1
3,ng2,1,3,47,1
3,ng2,1,3,48,1
3,ng2,1,3,49,1
3,ng2,1,3,50,1
3,ng2,1,3,51,1
3,ng2,1,3,52,1
3,ng2,1,3,53,1
3,ng2,1,3,54,1
3,ng2,1,3,55,1
3,ng2,1,3,56,1
3,ng2,1,3,57,1
3,ng2,1,3,58,1
3,ng2,1,3,59,1
3,ng2,1,3,60,1
3,ng2,1,3,61,1
3,ng2,1,3,62,1
3,ng2,1,3,63,1
3,ng2,1,3,64,1
3,ng2,1,3,65,1
3,ng2,1,3,66,1
3,ng2,1,3,67,1
3,ng2,1,3,68,1
3,ng2,1,3,69,1
3,ng2,1,3,70,1
3,ng2,1,3,71,1
3,ng2,1,3,72,1
3,ng2,1,3,73,1
3,ng2,1,3,74,1
3,ng2,1,3,75,1
3,ng2,1,3,76,1
3,ng2,1,3,77,1
3,ng2,1,3,78,1
3,ng2,1,3,79,1
3,ng2,1,3,80,1
3,ng2,1,3,81,1
3,ng2,1,3,82,1
3,ng2,1,3,83,1
3,ng2,1,3,84,1
3,ng2,1,3,85,1
3,ng2,1,3,86,1
3,ng2,1,3,87,1
3,ng2,1,3,88,1
3,ng2,1,3,89,1
3,ng2,1,3,90,1
3,ng2,1,3,91,1
3,ng2,1,3,92,1
3,ng2,1,3,93,1
3,ng2,1,3,94,1
3,ng2,1,3,95,1
3,ng2,1,3,96,1
3,ng2,1,3,97,1
3,ng2,1,3,98,1
3,ng2,1,3,99,1
3,ng2,1,3,100,1
3,ng2,1,3,101,1
3,ng2,1,3,102,1
3,ng2,1,3,103,1
3,ng2,1,3,104,1
3,ng2,1,3,105,1
3,ng2,1,3,106,1
3,ng2,1,3,107,1
3,ng2,1,3,108,1
3,ng2,1,3,109,1
3,ng2,1,3,110,1
3,ng2,1,3,111,1
3,ng2,1,3,112,1
3,ng2,1,3,113,1
3,ng2,1,3,114,1
3,ng2,1,3,115,1
3,ng2,1,3,116,1
3,ng2,1,3,117,1
3,ng2,1,3,118,1
3,ng2,1,3,119,1
3,ng2,1,3,120,1
3,ng2,1,3,121,1
3,ng2,1,3,122,1
3,ng2,1,3,123,1
3,ng2,1,3,124,1
3,ng2,1,3,125,1
3,ng2,1,3,126,1
3,ng2,1,3,127,1
3,ng2,1,3,128,1
3,ng2,1,3,129,1
3,ng2,1,3,130,1
3,ng2,1,3,131,1
3,ng2,1,3,132,1
3,ng2,1,3,133,1
3,ng2,1,3,134,1
3,ng2,1,3,135,1
3,ng2,1,3,136,1
3,ng2,1,3,137,1
3,ng2,1,3,138,1
3,ng2,1,3,139,1
3,ng2,1,3,140,1
3,ng2,1,3,141,1
3,ng2,1,3,142,1
3,ng2,1,3,143,1
3,ng2,1,3,144,1
3,ng2,1,3,145,1
3,ng2,1,3,146,1
3,ng2,1,3,147,1
3,ng2,1,3,148,1
3,ng2,1,3,149,1
3,ng2,1,3,150,1
3,ng2,1,3,151,1
3,ng2,1,3,152,1
3,ng2,1,3,153,1
3,ng2,1,3,154,1
3,ng2,1,3,155,1
3,ng2,1,3,156,1
3,ng2,1,3,157,1
3,ng2,1,3,158,1
3,ng2,1,3,159,1
3,ng2,1,3,160,1
3,ng2,1,3,161,1
3,ng2,1,3,162,1
3,ng2,1,3,163,1
3,ng2,1,3,164,1
3,ng2,1,3,165,1
3,ng2,1,3,166,1
3,ng2,1,3,167,1
3,ng2,1,3,168,1
3,ng2,1,3,169,1
3,ng2,1,3,170,1
3,ng2,1,3,171,1
3,ng2,1,3,172,1
3,ng2,1,3,173,1
3,ng2,1,3,174,1
3,ng2,1,3,175,1
3,ng2,1,3,176,1
3,ng2,1,3,177,1
3,ng2,1,3,178,1
3,ng2,1,3,179,1
3,ng2,1,3,180,1
3,ng2,1,3,181,1
3,ng2,1,3,182,1
3,ng2,1,3,183,1
3,ng2,1,3,184,1
3,ng2,1,3,185,1
3,ng2,1,3,186,1
3,ng2,1,3,187,1
3,ng2,1,3,188,1
3,ng2,1,3,189,1
3,ng2,1,3,190,1
3,ng2,1,3,191,1
3,ng2,1,3,192,1
3,ng2,1,3,193,1
3,ng2,1,3,194,1
3,ng2,1,3,195,1
3,ng2,1,3,196,1
3,ng2,1,3,197,1
3,ng2,1,3,198,1
3,ng2,1,3,199,1
3,ng2,1,3,200,1
3,ng2,1,4,1,1
3,ng2,1,4,2,1
3,ng2,1,4,3,1
3,ng2,1,4,4,1
3,ng2,1,4,5,1
3,ng2,1,4,6,1
3,ng2,1,4,7,1
3,ng2,1,4,8,1
3,ng2,1,4,9,1
3,ng2,1,4,10,1
3,ng2,1,4,11,1
3,ng2,1,4,12,1
3,ng2,1,4,13,1
3,ng2,1,4,14,1
3,ng2,1,4,15,1
3,ng2,1,4,16,1
3,ng2,1,4,17,1
3,ng2,1,4,18,1
3,ng2,1,4,19,1
3,ng2,1,4,20,1
3,ng2,1,4,21,1
